data_size,crossover_rate,mutation_rate,elite_percentage,execution_time,final_fitness
150,0.4,0.7,0.6,5.588408599999639,0.8582222222222222
150,0.4,0.7,0.7,3.811137300000155,0.8605111111111109
150,0.4,0.7,0.8,1.88300480000089,0.8013333333333333
150,0.4,0.8,0.3,12.265514800000346,0.9199333333333334
150,0.4,0.8,0.4,10.334967400000096,0.9089777777777778
150,0.4,0.8,0.5,7.889070000000174,0.9034666666666664
150,0.4,0.8,0.6,5.878866999999445,0.8728666666666667
150,0.4,0.8,0.7,3.850468299999193,0.8537333333333332
150,0.4,0.8,0.8,1.9801127000000633,0.8101777777777779
150,0.5,0.3,0.3,14.336154200000237,0.8772444444444444
150,0.5,0.3,0.4,12.222686199999771,0.8675777777777778
150,0.5,0.3,0.5,9.505412700000306,0.8475333333333334
150,0.5,0.3,0.6,7.026401699999951,0.8246666666666668
150,0.5,0.3,0.7,4.882755600000564,0.806088888888889
150,0.5,0.3,0.8,2.524359799999729,0.7313999999999999
150,0.5,0.4,0.3,14.744926900000792,0.8908000000000001
150,0.5,0.4,0.4,12.036528500000713,0.8824444444444446
150,0.5,0.4,0.5,9.065683200000421,0.8744
150,0.5,0.4,0.6,7.105756200000542,0.8502666666666668
150,0.5,0.4,0.7,4.869719899999836,0.7966888888888889
150,0.5,0.4,0.8,2.3250788999994256,0.7532444444444445
150,0.5,0.5,0.3,14.236221699999987,0.9035555555555556
150,0.5,0.5,0.4,11.988628299999618,0.8950000000000001
150,0.5,0.5,0.5,9.809760100000858,0.895511111111111
150,0.5,0.5,0.6,6.91447479999988,0.8798666666666668
150,0.5,0.5,0.7,4.8751979999997275,0.8313555555555554
150,0.5,0.5,0.8,2.2626006000000416,0.7871111111111111
150,0.5,0.6,0.3,14.523245000000315,0.8992444444444445
150,0.5,0.6,0.4,12.053914000000077,0.8995777777777778
150,0.5,0.6,0.5,9.275582999999642,0.8747777777777779
150,0.5,0.6,0.6,7.371476800000892,0.8612
150,0.5,0.6,0.7,4.865988300000026,0.8509111111111112
150,0.5,0.6,0.8,2.702345100000457,0.7819555555555555
150,0.5,0.7,0.3,15.408937799999876,0.9114222222222221
150,0.5,0.7,0.4,12.985771200000272,0.9057333333333334
150,0.5,0.7,0.5,9.888729799999965,0.9004444444444445
150,0.5,0.7,0.6,7.374117400000614,0.8774000000000001
150,0.5,0.7,0.7,5.071043200000531,0.8524444444444444
150,0.5,0.7,0.8,2.5993711999999505,0.8037555555555554
150,0.5,0.8,0.3,15.406349800000498,0.9153777777777778
150,0.5,0.8,0.4,12.86157220000041,0.8943777777777779
150,0.5,0.8,0.5,10.231366199999684,0.8932
150,0.5,0.8,0.6,7.743046999999933,0.8823111111111113
150,0.5,0.8,0.7,4.8870804999996835,0.8460222222222221
150,0.5,0.8,0.8,2.831122900000082,0.808688888888889
150,0.6,0.3,0.3,16.932350799999767,0.8633333333333333
150,0.6,0.3,0.4,15.167193700000098,0.8872888888888889
150,0.6,0.3,0.5,11.90838739999981,0.8459777777777777
150,0.6,0.3,0.6,8.886035300000003,0.8237333333333332
150,0.6,0.3,0.7,6.041408800000681,0.7859111111111111
150,0.6,0.3,0.8,3.5653400000001056,0.7502222222222221
150,0.6,0.4,0.3,17.510160499999984,0.8899555555555555
150,0.6,0.4,0.4,14.868019800000184,0.8872444444444445
150,0.6,0.4,0.5,12.496481200000744,0.8788888888888888
150,0.6,0.4,0.6,9.024956600000223,0.8398
150,0.6,0.4,0.7,6.113173499999903,0.8070444444444446
150,0.6,0.4,0.8,3.126353999999992,0.7585333333333335
150,0.6,0.5,0.3,17.611121200000525,0.8871555555555556
150,0.6,0.5,0.4,15.425998899999286,0.8783333333333335
150,0.6,0.5,0.5,12.767682999999124,0.8782888888888888
150,0.6,0.5,0.6,9.36350020000009,0.8633777777777778
150,0.6,0.5,0.7,6.536136499999884,0.8220666666666668
150,0.6,0.5,0.8,3.8136765999997806,0.7981333333333333
150,0.6,0.6,0.3,18.361350199999833,0.9035333333333334
150,0.6,0.6,0.4,16.132887499999924,0.9040666666666667
150,0.6,0.6,0.5,12.065148900000167,0.892
150,0.6,0.6,0.6,9.426972299999761,0.8707555555555555
150,0.6,0.6,0.7,6.295070600000145,0.8382666666666665
150,0.6,0.6,0.8,3.803536299999905,0.7968222222222222
150,0.6,0.7,0.3,19.24439970000003,0.8992000000000001
150,0.6,0.7,0.4,16.66083189999972,0.9096222222222222
150,0.6,0.7,0.5,12.85544310000023,0.8926222222222222
150,0.6,0.7,0.6,9.628990799999883,0.8837777777777778
150,0.6,0.7,0.7,6.456750700000157,0.8486666666666667
150,0.6,0.7,0.8,3.7960792000003494,0.8020222222222222
150,0.6,0.8,0.3,18.717511300000297,0.911911111111111
150,0.6,0.8,0.4,16.06541649999963,0.9097999999999999
150,0.6,0.8,0.5,12.80369090000022,0.8881777777777777
150,0.6,0.8,0.6,9.531308100000388,0.8802666666666668
150,0.6,0.8,0.7,7.043334299999515,0.8510222222222221
150,0.6,0.8,0.8,3.3421386999998504,0.7892888888888889
150,0.7,0.3,0.3,20.94968549999976,0.8974
150,0.7,0.3,0.4,17.586642699999175,0.8627999999999998
